rank	title	total_question_count	answerline_question_count	clue_mention_question_count	tier	bucket	creators	creator_source	creator_confidence	chronology_label	chronology_source	work_form	reading_unit	era	region_or_tradition	dominant_quizbowl_track	literature_track_count	non_literature_track_count	first_year	last_year	notes
2640	Meditation upon Death	38	0	38	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	literature	27	3	2006	2019	No reliable creator or chronology metadata yet.
2889	Ithaka	38	0	38	qb_contextual	needs_date_only	Constantin P. Cavafy	quizbowl_author_answerline	medium	Unplaced	unknown	poetry	poetry	unknown_era	greek	other_academic	0	21	2009	2025	Creator is present, but no chronology metadata is available.
2486	The Shortest Way with the Dissenters	37	0	37	qb_contextual	needs_date_only	Daniel Defoe	quizbowl_author_answerline	medium	Unplaced	unknown	short_fiction	eighteenth_century_prose_and_drama	eighteenth_century	unknown_region	literature	33	5	1995	2023	Creator is present, but no chronology metadata is available.
2531	A Piece of Cake	37	0	37	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	short_fiction	unknown_era	unknown_region	other_academic	4	25	1993	2025	No reliable creator or chronology metadata yet.
2541	A Book of Nonsense	37	0	37	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	unknown_form	unclassified_unit	unknown_era	english_british_irish	other_academic	0	33	1988	2023	No reliable creator or chronology metadata yet.
2580	Loveliest of Trees, the Cherry Now	37	0	37	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	early_modern_world_literature	early_modern	english_british_irish	literature	24	8	1998	2025	No reliable creator or chronology metadata yet.
2638	The Lady of the Camellias	37	0	37	qb_contextual	needs_date_only	Alexandre Dumas, père	quizbowl_author_answerline	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	french	other_academic	4	32	1983	2025	Creator is present, but no chronology metadata is available.
2667	A Small Place	37	0	37	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	short_fiction	unknown_era	unknown_region	other_academic	0	31	1998	2026	No reliable creator or chronology metadata yet.
2685	The Ballad of Dead Ladies	37	0	37	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	medieval_romance_saga	medieval	french	other_academic	5	24	1997	2025	No reliable creator or chronology metadata yet.
2697	Leaf Storm	37	0	37	qb_contextual	needs_date_only	Gabriel José de la Concordia García Márquez	quizbowl_author_answerline	medium	Unplaced	unknown	short_fiction	postwar_global_literature	postwar_modern	latin_american	other_academic	13	13	1990	2023	Creator is present, but no chronology metadata is available.
2708	The Spanish Dancer	37	0	37	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	germanic_scandinavian	other_academic	13	15	1996	2025	No reliable creator or chronology metadata yet.
2502	Pictures from Brueghel	36	0	36	qb_contextual	needs_date_only	William Carlos Williams	quizbowl_author_answerline	low	Unplaced	unknown	collection_or_cycle	modernism	modernist	unknown_region	literature	32	6	1996	2023	Creator is present, but no chronology metadata is available.
2565	The Sword and the Distaff	36	0	36	qb_contextual	needs_date_only	William Gilmore Simms	quizbowl_author_answerline	low	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	other_academic	8	24	2005	2025	Creator is present, but no chronology metadata is available.
2573	Disillusionment of Ten O’Clock	36	0	36	qb_contextual	needs_date_only	Wallace Stevens	wikidata_metadata_overlay	medium	Unplaced	unknown	poetry	postwar_literature	postwar_modern	unknown_region	literature	24	23	2001	2022	Creator is present, but no chronology metadata is available.
2666	Five Weeks in a Balloon	36	0	36	qb_contextual	needs_date_only	Bonus Questions	quizbowl_author_answerline	medium	Unplaced	unknown	short_fiction	short_fiction	unknown_era	french	literature	27	8	1994	2018	Creator is present, but no chronology metadata is available.
2918	The Red Convertible	36	0	36	qb_contextual	needs_date_only	Louise Erdrich	wikidata_metadata_overlay	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	other_academic	4	20	2000	2025	Creator is present, but no chronology metadata is available.
2524	The Conquest of Canaan	35	0	35	qb_contextual	needs_date_only	Timothy Dwight IV	quizbowl_author_answerline	low	Unplaced	unknown	epic_or_romance	epic_romance_or_oral_tradition	unknown_era	unknown_region	other_academic	0	34	1993	2024	Creator is present, but no chronology metadata is available.
2560	Lost in Yonkers	35	0	35	qb_contextual	needs_date_only	Neil Simon	wikidata_metadata_overlay	medium	Unplaced	unknown	drama	drama	unknown_era	unknown_region	literature	29	7	1993	2020	Creator is present, but no chronology metadata is available.
2617	The Vampire	35	0	35	qb_contextual	needs_date_only	Charles Baudelaire	quizbowl_author_answerline	medium	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	unknown_region	literature	13	13	1994	2024	Creator is present, but no chronology metadata is available.
2625	The Life and Death of Mr. Badman	35	0	35	qb_contextual	needs_date_only	John Bunyan	wikidata_metadata_overlay	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	english_british_irish	literature	31	5	1993	2020	Creator is present, but no chronology metadata is available.
2628	The Star-Apple Kingdom	35	0	35	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	postwar_literature	postwar_modern	unknown_region	literature	27	14	1992	2022	No reliable creator or chronology metadata yet.
2649	The Swamp Dwellers	35	0	35	qb_contextual	needs_date_only	Wole Soyinka	quizbowl_author_answerline	medium	Unplaced	unknown	drama	drama	unknown_era	unknown_region	literature	25	7	1993	2016	Creator is present, but no chronology metadata is available.
2652	Notes on Prosody	35	0	35	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	essay_memoir_nonfiction	literary_nonfiction	unknown_era	unknown_region	literature	19	11	2009	2025	No reliable creator or chronology metadata yet.
2657	Revelations of Divine Love	35	0	35	qb_contextual	needs_date_only	Julian of Norwich	wikidata_metadata_overlay	medium	Unplaced	unknown	unknown_form	medieval_romance_saga	medieval	unknown_region	other_academic	0	31	1996	2025	Creator is present, but no chronology metadata is available.
2660	The Art of Fiction	35	0	35	qb_contextual	needs_date_only	Henry James	quizbowl_author_answerline	low	Unplaced	unknown	essay_memoir_nonfiction	literary_nonfiction	unknown_era	unknown_region	other_academic	17	22	1994	2025	Creator is present, but no chronology metadata is available.
2684	Ode to Anactoria	35	0	35	qb_contextual	needs_date_only	Sappho	quizbowl_author_answerline	low	Unplaced	unknown	poetry	poetry	ancient_classical	roman_latin	other_academic	17	18	2001	2025	Creator is present, but no chronology metadata is available.
2689	Pope of Fools	35	0	35	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	20	16	2008	2024	No reliable creator or chronology metadata yet.
2699	The Daughters of the Late Colonel	35	0	35	qb_contextual	needs_date_only	Katherine Mansfield	wikidata_metadata_overlay	medium	Unplaced	unknown	short_fiction	postwar_literature	postwar_modern	unknown_region	literature	24	12	2001	2025	Creator is present, but no chronology metadata is available.
2702	Dream-Land	35	0	35	qb_contextual	needs_date_only	Edgar Allan Poe	wikidata_metadata_overlay	medium	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	other_academic	6	25	2009	2024	Creator is present, but no chronology metadata is available.
2713	Just Give Me a Cool Drink of Water	35	0	35	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	american	literature	34	1	1994	2020	No reliable creator or chronology metadata yet.
2801	The Kitchen God	35	0	35	qb_contextual	needs_date_only	Amy Tan	quizbowl_author_answerline	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	chinese	other_academic	7	16	2000	2025	Creator is present, but no chronology metadata is available.
2572	The Song of the Chattahoochee	34	0	34	qb_contextual	needs_date_only	Sidney Lanier	quizbowl_author_answerline	medium	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	other_academic	0	29	1989	2018	Creator is present, but no chronology metadata is available.
2588	Youth	34	0	34	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	early_modern_world_literature	early_modern	english_british_irish	literature	13	14	1990	2025	No reliable creator or chronology metadata yet.
2635	The Phantom Rickshaw	34	0	34	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	short_fiction	unknown_era	unknown_region	other_academic	13	24	1989	2024	No reliable creator or chronology metadata yet.
2644	A Dialogue between Old England and New	34	0	34	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	literature	20	15	1995	2025	No reliable creator or chronology metadata yet.
2672	The Master	34	0	34	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	other_academic	6	18	1994	2024	No reliable creator or chronology metadata yet.
2680	Many Thousands Gone	34	0	34	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	essay_memoir_nonfiction	literary_nonfiction	unknown_era	unknown_region	other_academic	14	28	1996	2023	No reliable creator or chronology metadata yet.
2747	Correspondences	34	0	34	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	french	literature	13	11	2000	2025	No reliable creator or chronology metadata yet.
2567	Anacreon in Heaven	33	0	33	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	other_academic	1	29	1992	2024	No reliable creator or chronology metadata yet.
2590	A Pure Woman	33	0	33	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	nineteenth_century_fiction	long_19th_century	english_british_irish	literature	21	10	1986	2017	No reliable creator or chronology metadata yet.
2606	Pantaloon in Black	33	0	33	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	modernism	modernist	american	other_academic	2	39	1993	2022	No reliable creator or chronology metadata yet.
2647	The Man Who Disappeared	33	0	33	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	modernism	modernist	russian_eastern_european	other_academic	4	24	1997	2021	No reliable creator or chronology metadata yet.
2668	Devil on the Cross	33	0	33	qb_contextual	needs_date_only	Ngũgĩ (“n-GOO-ghee”) wa Thiong’o	quizbowl_author_answerline	medium	Unplaced	unknown	poetry	poetry	unknown_era	african	other_academic	10	20	2001	2024	Creator is present, but no chronology metadata is available.
2726	The Increased Difficulty of Concentration	33	0	33	qb_contextual	needs_date_only	Vaclav Havel	quizbowl_author_answerline	medium	Unplaced	unknown	unknown_form	unclassified_unit	unknown_era	russian_eastern_european	literature	25	3	1992	2016	Creator is present, but no chronology metadata is available.
2727	The Truth About Native Crime	33	0	33	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	18	14	2004	2025	No reliable creator or chronology metadata yet.
2818	The Ascent of Mont Ventoux	33	0	33	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	literature	12	11	2012	2024	No reliable creator or chronology metadata yet.
2693	The Setting Out	32	0	32	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	unknown_form	unclassified_unit	unknown_era	unknown_region	other_academic	11	16	1987	2023	No reliable creator or chronology metadata yet.
2714	Beat! Beat! Drums	32	0	32	qb_contextual	needs_date_only	Walt Whitman	wikidata_metadata_overlay	medium	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	literature	13	16	1995	2021	Creator is present, but no chronology metadata is available.
2738	All the King	32	0	32	qb_contextual	needs_date_only	Robert Penn Warren	quizbowl_author_answerline	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	17	6	1986	2024	Creator is present, but no chronology metadata is available.
2754	One Way to Heaven	32	0	32	qb_contextual	needs_date_only	Countee Cullen	wikidata_metadata_overlay	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	28	5	1993	2011	Creator is present, but no chronology metadata is available.
2756	Suppression of Savage Customs	32	0	32	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	16	10	2001	2025	No reliable creator or chronology metadata yet.
2808	The Old Wives' Tale	32	0	32	qb_contextual	needs_date_only	The Most Lamentable Roman Tragedy of Titus Andronicus	quizbowl_author_answerline	low	Unplaced	unknown	short_fiction	early_modern_world_literature	early_modern	american	other_academic	0	26	1990	2024	Creator is present, but no chronology metadata is available.
2823	Playing in the Dark	32	0	32	qb_contextual	needs_date_only	Toni Morrison	quizbowl_author_answerline	low	Unplaced	unknown	drama	drama	unknown_era	american	literature	16	11	1994	2025	Creator is present, but no chronology metadata is available.
2837	The Shortest Way with Dissenters	32	0	32	qb_contextual	needs_date_only	Daniel Defoe	quizbowl_author_answerline	medium	Unplaced	unknown	poetry	eighteenth_century_prose_and_drama	eighteenth_century	unknown_region	literature	28	6	1990	2009	Creator is present, but no chronology metadata is available.
2963	is How You Lose Her	32	0	32	qb_contextual	likely_parser_fragment	Junot Díaz	quizbowl_author_answerline	low	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	unknown_region	other_academic	0	35	2014	2024	Title shape suggests extracted phrase or truncated title; reject, alias, or rescue manually.
2629	The Forced Marriage	31	0	31	qb_contextual	needs_date_only	Aphra Behn	quizbowl_author_answerline	low	Unplaced	unknown	drama	drama	unknown_era	unknown_region	other_academic	15	16	1993	2024	Creator is present, but no chronology metadata is available.
2645	Sixty Years After	31	0	31	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	english_british_irish	other_academic	5	27	1992	2025	No reliable creator or chronology metadata yet.
2671	The Marshes of Glynn	31	0	31	qb_contextual	needs_date_only	Sidney Lanier	quizbowl_author_answerline	low	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	other_academic	0	32	1989	2015	Creator is present, but no chronology metadata is available.
2711	The Pacification of the Primitive Tribes	31	0	31	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	19	8	2000	2023	No reliable creator or chronology metadata yet.
2749	Palace of Green Porcelain	31	0	31	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	21	6	2000	2025	No reliable creator or chronology metadata yet.
2760	Catalogue of Ships	31	0	31	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	other_academic	13	20	2001	2024	No reliable creator or chronology metadata yet.
2769	Tales from a Troubled Land	31	0	31	qb_contextual	needs_date_only	Alan Paton	quizbowl_author_answerline	low	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	unknown_region	literature	26	6	1996	2024	Creator is present, but no chronology metadata is available.
2856	Oread	31	0	31	qb_contextual	needs_date_only	H.D.	wikidata_metadata_overlay	medium	Unplaced	unknown	poetry	modernism	modernist	unknown_region	other_academic	1	21	2001	2025	Creator is present, but no chronology metadata is available.
2861	Now We Are Six	31	0	31	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	drama	drama	unknown_era	unknown_region	other_academic	0	28	1993	2017	No reliable creator or chronology metadata yet.
2879	The Schartz-Metterklume Method	31	0	31	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	short_fiction	unknown_era	unknown_region	literature	26	6	1998	2025	No reliable creator or chronology metadata yet.
2643	The Wild Ass	30	0	30	qb_contextual	needs_date_only	Honoré de Balzac	quizbowl_author_answerline	medium	Unplaced	unknown	long_fiction	eighteenth_century_prose_and_drama	eighteenth_century	french	other_academic	6	20	1993	2025	Creator is present, but no chronology metadata is available.
2712	Pictures of the Gone World	30	0	30	qb_contextual	needs_date_only	Lawrence Ferlinghetti	quizbowl_author_answerline	medium	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	latin_american	literature	24	7	1988	2017	Creator is present, but no chronology metadata is available.
2716	The Supper at Elsinore	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	unknown_region	other_academic	14	28	2004	2025	No reliable creator or chronology metadata yet.
2732	The Well of the Saints	30	0	30	qb_contextual	needs_date_only	John Millington Synge	wikidata_metadata_overlay	medium	Unplaced	unknown	drama	drama	unknown_era	unknown_region	literature	19	11	1991	2019	Creator is present, but no chronology metadata is available.
2742	It As It Lays	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	drama	drama	unknown_era	unknown_region	literature	24	11	1992	2025	No reliable creator or chronology metadata yet.
2743	The Rising Glory of America	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	epic_or_romance	epic_romance_or_oral_tradition	unknown_era	unknown_region	literature	26	3	1993	2011	No reliable creator or chronology metadata yet.
2744	One Out of Many	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	short_fiction	unknown_era	unknown_region	other_academic	12	23	2002	2025	No reliable creator or chronology metadata yet.
2758	Their Wedding Journey	30	0	30	qb_contextual	needs_date_only	William Dean HOWELLS	quizbowl_author_answerline	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	american	literature	22	6	1990	2018	Creator is present, but no chronology metadata is available.
2791	The Second Mrs	30	0	30	qb_contextual	needs_date_only	Arthur Wing Pinero	quizbowl_author_answerline	low	Unplaced	unknown	drama	classical_drama	ancient_classical	roman_latin	literature	14	12	2001	2025	Creator is present, but no chronology metadata is available.
2794	Catalogue of Women	30	0	30	qb_contextual	needs_date_only	Hesiod	wikidata_metadata_overlay	medium	Unplaced	unknown	poetry	poetry	ancient_classical	greek	mythology	0	28	1998	2025	Creator is present, but no chronology metadata is available.
2805	The Modern Science of Mental Health	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	postwar_literature	postwar_modern	unknown_region	other_academic	0	24	1994	2025	No reliable creator or chronology metadata yet.
2828	The Secret Integration	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	23	12	1996	2019	No reliable creator or chronology metadata yet.
2831	Get the Guest	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	drama	modernism	modernist	american	literature	24	12	2008	2021	No reliable creator or chronology metadata yet.
2852	A Note to a Certain Old Friend	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	short_fiction	unknown_era	unknown_region	other_academic	0	32	2000	2025	No reliable creator or chronology metadata yet.
2858	Where is God	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	13	14	2006	2024	No reliable creator or chronology metadata yet.
2871	The House of Spirits	30	0	30	qb_contextual	needs_date_only	Isabel Allende	quizbowl_author_answerline	medium	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	arabic_persian_turkic	literature	20	11	1998	2020	Creator is present, but no chronology metadata is available.
2882	City of Big Shoulders	30	0	30	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	drama	drama	unknown_era	american	geography	5	19	1990	2024	No reliable creator or chronology metadata yet.
2681	The Pension Grillparzer	29	0	29	qb_contextual	needs_date_only	The World According to Garp	quizbowl_author_answerline	low	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	american	other_academic	11	29	1995	2023	Creator is present, but no chronology metadata is available.
2733	Seven at the Golden Shovel	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	american	literature	21	11	1996	2025	No reliable creator or chronology metadata yet.
2734	Waves of the Blue Sea	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	literature	18	16	2005	2024	No reliable creator or chronology metadata yet.
2772	The Lay of the Last Minstrel	29	0	29	qb_contextual	needs_date_only	Sir Walter Scott	quizbowl_author_answerline	low	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	english_british_irish	literature	15	12	1993	2018	Creator is present, but no chronology metadata is available.
2802	He Do the Police in Different Voices	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	literature	22	14	1994	2023	No reliable creator or chronology metadata yet.
2815	The First Seven Years	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	unknown_region	other_academic	2	27	1993	2017	No reliable creator or chronology metadata yet.
2820	The Jelly-Bean	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	american	other_academic	1	25	1988	2024	No reliable creator or chronology metadata yet.
2824	I Am Waiting	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	unknown_region	other_academic	4	24	1995	2025	No reliable creator or chronology metadata yet.
2849	Preface to a Twenty Volume Suicide Note	29	0	29	qb_contextual	needs_date_only	Amiri Baraka or LeRoi Jones	quizbowl_author_answerline	medium	Unplaced	unknown	drama	drama	unknown_era	unknown_region	other_academic	0	28	1993	2019	Creator is present, but no chronology metadata is available.
2888	Elmer, Herman, Bert, Tom and Charley	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	unknown_region	literature	15	8	1998	2025	No reliable creator or chronology metadata yet.
2902	Words, Words, Words	29	0	29	qb_contextual	needs_date_only	David Ives	wikidata_metadata_overlay	medium	Unplaced	unknown	drama	early_modern_drama	early_modern	unknown_region	other_academic	8	17	1997	2025	Creator is present, but no chronology metadata is available.
2928	The Fire and the Hearth	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	modernism	modernist	american	other_academic	0	29	1993	2014	No reliable creator or chronology metadata yet.
2930	Humiliate the Host	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	drama	drama	unknown_era	unknown_region	literature	33	5	1996	2023	No reliable creator or chronology metadata yet.
2960	The Lost Galleon	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	unknown_form	unclassified_unit	unknown_era	unknown_region	other_academic	9	16	1990	2024	No reliable creator or chronology metadata yet.
2975	Benediction	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	poetry	poetry	unknown_era	arabic_persian_turkic	literature	13	6	1994	2023	No reliable creator or chronology metadata yet.
3023	The Cricket on the Hearth	29	0	29	qb_contextual	needs_date_only	Cratchit family	quizbowl_author_answerline	low	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	unknown_region	other_academic	5	19	1994	2024	Creator is present, but no chronology metadata is available.
3052	All in the Timing	29	0	29	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	collection_or_cycle	collections_and_cycles	unknown_era	unknown_region	other_academic	1	33	2011	2025	No reliable creator or chronology metadata yet.
2595	Night Sky with Exit Wounds	28	1	27	qb_contextual	needs_date_only	Ocean Vuong	wikidata_metadata_overlay	medium	Unplaced	unknown	unknown_form	unclassified_unit	unknown_era	unknown_region	other_academic	2	30	2017	2024	Creator is present, but no chronology metadata is available.
2737	The Alien Corn	28	0	28	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	drama	drama	unknown_era	unknown_region	literature	21	10	2001	2024	No reliable creator or chronology metadata yet.
2752	Good Citizens League	28	0	28	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	roman_latin	literature	15	9	1992	2021	No reliable creator or chronology metadata yet.
2755	The Briar Patch	28	0	28	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	essay_memoir_nonfiction	literary_nonfiction	unknown_era	american	other_academic	9	23	1999	2023	No reliable creator or chronology metadata yet.
2784	My First Goose	28	0	28	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	short_fiction	short_fiction	unknown_era	unknown_region	other_academic	0	39	2005	2025	No reliable creator or chronology metadata yet.
2797	The Beloved Returns	28	0	28	qb_contextual	needs_creator_and_date	""	unknown	unknown	Unplaced	unknown	long_fiction	fiction_and_narrative	unknown_era	germanic_scandinavian	other_academic	9	16	1990	2025	No reliable creator or chronology metadata yet.
2810	The Tragedy of Tragedies	28	0	28	qb_contextual	needs_date_only	Henry Fielding	wikidata_metadata_overlay	medium	Unplaced	unknown	drama	eighteenth_century_prose_and_drama	eighteenth_century	unknown_region	literature	14	13	1989	2025	Creator is present, but no chronology metadata is available.
