transaction_id	add_work_id	add_title	add_creator	cut_work_id	cut_title	cut_creator	packet_ids	evidence_refs	score_delta	coverage_effect	source_status_effect	duplicate_check	chronology_check	boundary_check	gate_status	rationale	notes
x047_pair_000011	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_eastasia_lit_xie_lingyun_poems	Selected Poems	Xie Lingyun	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=450	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000012	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_scale_lit_imru_al_qays_diwan	Selected Poems	Imru' al-Qays	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=550	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000013	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_eastasia_lit_yu_xin_poems	Selected Poems	Yu Xin	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=550	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000014	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_global_lit_wang_wei_poems	Selected Poems	Wang Wei	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=750	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000015	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_du_fu_selected_poems	Selected Poems	Du Fu	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=750	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000016	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_li_bai_selected_poems	Selected Poems	Li Bai	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=750	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000017	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_scale_lit_andal_poems	Selected Poems	Andal	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=850	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000018	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_eastasia_lit_bai_juyi_poems	Selected Poems	Bai Juyi	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=850	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000019	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_eastasia_lit_du_mu_poems	Selected Poems	Du Mu	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=850	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000020	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_eastasia_lit_li_shangyin_poems	Selected Poems	Li Shangyin	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=850	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000021	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_me_lit_rudaki_poems	Selected Poems	Rudaki	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=950	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000022	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_eastasia_lit_su_shi_poems	Selected Poems	Su Shi	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1050	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000023	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_me_lit_nasir_khusraw_poems	Selected Poems	Nasir Khusraw	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1050	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000024	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_me_lit_ibn_zaydun_poems	Selected Poems	Ibn Zaydun	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1050	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000025	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_me_lit_shmuel_hanagid_poems	Selected Poems	Samuel ha-Nagid	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1050	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000026	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_me_lit_ibn_gabirol_poems	Selected Poems	Solomon ibn Gabirol	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1050	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000027	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_eastasia_lit_lu_you_poems	Selected Poems	Lu You	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1150	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000028	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_me_lit_yehuda_halevi_poems	Selected Poems	Yehuda Halevi	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1150	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000029	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_global_lit_ibn_al_farid_poems	Selected Poems	Ibn al-Farid	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1250	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000030	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_global_lit_yunus_emre_poems	Selected Poems	Yunus Emre	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1350	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
x047_pair_000031	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	William Wells Brown	work_candidate_me_lit_baki_poems	Selected Poems	Baki	X045;X046;X047	x017_ev_e012_loa_sn_brown_narrative;x017_ev_e012_naal4_v1_brown_narrative_william_w_brown;x017_ev_x043_britannica_brown_narrative	+4.350 minus_cut_score_uncomputed cut_risk=6.00	add_candidate_has_capped_coverage_bonus_cut_effect_uncomputed	add_source_debt_closed_cut_source_debt=open_no_evidence	cut_generic_duplicate_cluster_review_required	pending_path_position_chronology_validation;add_year=1847;cut_year=1550	add_boundary_clear_cut_not_flagged	blocked	Blocked add/cut pair generated for review. Cut risk: open_no_evidence;generic_title;duplicate_cluster=selected poems(106). No cut is approved and no transaction is ready.	Generated by X047 from score-ready add prefilter rows and high-priority X046 cut-risk rows.
