applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x074_external_source_rescue_0011	work_candidate_completion_lit_gimpel_fool	Gimpel the Fool and Other Stories	Isaac Bashevis Singer	x074_britannica_yiddish_lit_singer_gimpel	x074_item_britannica_yiddish_lit_singer_gimpel	x074_ev_britannica_yiddish_lit_singer_gimpel	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Encyclopedia.com evidence confirm the title story and 1957 collection scope.
x074_external_source_rescue_0012	work_candidate_completion_lit_gimpel_fool	Gimpel the Fool and Other Stories	Isaac Bashevis Singer	x074_encyclopedia_com_gimpel_reference	x074_item_encyclopedia_com_gimpel_reference	x074_ev_encyclopedia_com_gimpel_reference	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Encyclopedia.com evidence confirm the title story and 1957 collection scope.
x074_external_source_rescue_0013	work_candidate_global_lit_krik_krak	Krik? Krak!	Edwidge Danticat	x074_britannica_danticat_krik_krak	x074_item_britannica_danticat_krik_krak	x074_ev_britannica_danticat_krik_krak	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Reference, publisher, and National Book Foundation evidence confirm the Danticat collection and award status.
x074_external_source_rescue_0014	work_candidate_global_lit_krik_krak	Krik? Krak!	Edwidge Danticat	x074_soho_krik_krak	x074_item_soho_krik_krak	x074_ev_soho_krik_krak	publisher_reference_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Reference, publisher, and National Book Foundation evidence confirm the Danticat collection and award status.
x074_external_source_rescue_0015	work_candidate_global_lit_krik_krak	Krik? Krak!	Edwidge Danticat	x074_nbf_danticat_krik_krak	x074_item_nbf_danticat_krik_krak	x074_ev_nbf_danticat_krik_krak	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Reference, publisher, and National Book Foundation evidence confirm the Danticat collection and award status.
x074_external_source_rescue_0016	work_candidate_eastasia_lit_cursed_bunny	Cursed Bunny	Bora Chung	x074_nbf_cursed_bunny	x074_item_nbf_cursed_bunny	x074_ev_nbf_cursed_bunny	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	National Book Foundation and Booker evidence confirm the translated collection and its reception.
x074_external_source_rescue_0017	work_candidate_eastasia_lit_cursed_bunny	Cursed Bunny	Bora Chung	x074_booker_cursed_bunny	x074_item_booker_cursed_bunny	x074_ev_booker_cursed_bunny	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	National Book Foundation and Booker evidence confirm the translated collection and its reception.
x074_external_source_rescue_0018	work_candidate_globalcon_lit_her_body	Her Body and Other Parties	Carmen Maria Machado	x074_graywolf_her_body	x074_item_graywolf_her_body	x074_ev_graywolf_her_body	publisher_reference_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Publisher, National Book Foundation, and NBCC evidence confirm Machado's debut collection and reception.
x074_external_source_rescue_0019	work_candidate_globalcon_lit_her_body	Her Body and Other Parties	Carmen Maria Machado	x074_nbf_her_body	x074_item_nbf_her_body	x074_ev_nbf_her_body	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Publisher, National Book Foundation, and NBCC evidence confirm Machado's debut collection and reception.
x074_external_source_rescue_0020	work_candidate_globalcon_lit_her_body	Her Body and Other Parties	Carmen Maria Machado	x074_nbcc_her_body_john_leonard	x074_item_nbcc_her_body_john_leonard	x074_ev_nbcc_her_body_john_leonard	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Publisher, National Book Foundation, and NBCC evidence confirm Machado's debut collection and reception.
