applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x075_external_source_rescue_0011	work_candidate_completion_lit_love_fallen_city	Love in a Fallen City	Eileen Chang	x075_mclc_love_in_a_fallen_city_review	x075_item_mclc_love_in_a_fallen_city_review	x075_ev_mclc_love_in_a_fallen_city_review	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House/NYRB and the MCLC Resource Center confirm the English collection scope and reception.
x075_external_source_rescue_0012	work_candidate_southasia_lit_malgudi_days	Malgudi Days	R. K. Narayan	x075_britannica_malgudi_days	x075_item_britannica_malgudi_days	x075_ev_britannica_malgudi_days	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Penguin Classics confirm Malgudi Days as a Narayan story collection and canonical Penguin Classics title.
x075_external_source_rescue_0013	work_candidate_southasia_lit_malgudi_days	Malgudi Days	R. K. Narayan	x075_prh_malgudi_days	x075_item_prh_malgudi_days	x075_ev_prh_malgudi_days	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Penguin Classics confirm Malgudi Days as a Narayan story collection and canonical Penguin Classics title.
x075_external_source_rescue_0014	work_candidate_africa_lit_luuanda	Luuanda	Jose Luandino Vieira	x075_britannica_luandino_luuanda	x075_item_britannica_luandino_luuanda	x075_ev_britannica_luandino_luuanda	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and RTP education/news sources confirm Luuanda's 1963 story-collection scope and 1965 prize/banning reception.
x075_external_source_rescue_0015	work_candidate_africa_lit_luuanda	Luuanda	Jose Luandino Vieira	x075_rtp_ensina_luuanda	x075_item_rtp_ensina_luuanda	x075_ev_rtp_ensina_luuanda	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and RTP education/news sources confirm Luuanda's 1963 story-collection scope and 1965 prize/banning reception.
x075_external_source_rescue_0016	work_candidate_africa_lit_luuanda	Luuanda	Jose Luandino Vieira	x075_rtp_luuanda_prize_reference	x075_item_rtp_luuanda_prize_reference	x075_ev_rtp_luuanda_prize_reference	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and RTP education/news sources confirm Luuanda's 1963 story-collection scope and 1965 prize/banning reception.
x075_external_source_rescue_0017	work_candidate_africa_lit_land_without_thunder	Land Without Thunder	Grace Ogot	x075_google_books_land_without_thunder	x075_item_google_books_land_without_thunder	x075_ev_google_books_land_without_thunder	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and Encyclopedia.com confirm Land Without Thunder as Grace Ogot's 1968 short story collection.
x075_external_source_rescue_0018	work_candidate_africa_lit_land_without_thunder	Land Without Thunder	Grace Ogot	x075_encyclopedia_com_grace_ogot_land_without_thunder	x075_item_encyclopedia_com_grace_ogot_land_without_thunder	x075_ev_encyclopedia_com_grace_ogot_land_without_thunder	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and Encyclopedia.com confirm Land Without Thunder as Grace Ogot's 1968 short story collection.
x075_external_source_rescue_0019	work_candidate_indig_lit_flying_fox	Flying Fox in a Freedom Tree	Albert Wendt	x075_uhpress_flying_fox	x075_item_uhpress_flying_fox	x075_ev_uhpress_flying_fox	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University of Hawaii Press and Encyclopedia.com confirm Wendt's Flying-Fox in a Freedom Tree as an early story collection.
x075_external_source_rescue_0020	work_candidate_indig_lit_flying_fox	Flying Fox in a Freedom Tree	Albert Wendt	x075_encyclopedia_com_wendt_flying_fox	x075_item_encyclopedia_com_wendt_flying_fox	x075_ev_encyclopedia_com_wendt_flying_fox	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University of Hawaii Press and Encyclopedia.com confirm Wendt's Flying-Fox in a Freedom Tree as an early story collection.
x075_external_source_rescue_0021	work_candidate_indig_lit_arctic_dreams	Arctic Dreams and Nightmares	Alootook Ipellie	x075_inuit_art_foundation_arctic_dreams	x075_item_inuit_art_foundation_arctic_dreams	x075_ev_inuit_art_foundation_arctic_dreams	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Inuit Art Foundation and Google Books confirm Arctic Dreams and Nightmares as Ipellie's 1993 short-story/art collection.
x075_external_source_rescue_0022	work_candidate_indig_lit_arctic_dreams	Arctic Dreams and Nightmares	Alootook Ipellie	x075_google_books_arctic_dreams	x075_item_google_books_arctic_dreams	x075_ev_google_books_arctic_dreams	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Inuit Art Foundation and Google Books confirm Arctic Dreams and Nightmares as Ipellie's 1993 short-story/art collection.
x075_external_source_rescue_0023	work_candidate_latcarib_lit_mouthful_birds	Mouthful of Birds	Samanta Schweblin	x075_prh_mouthful_birds	x075_item_prh_mouthful_birds	x075_ev_prh_mouthful_birds	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House, Booker, and National Book Foundation evidence confirm the collection and international reception.
x075_external_source_rescue_0024	work_candidate_latcarib_lit_mouthful_birds	Mouthful of Birds	Samanta Schweblin	x075_booker_mouthful_birds	x075_item_booker_mouthful_birds	x075_ev_booker_mouthful_birds	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House, Booker, and National Book Foundation evidence confirm the collection and international reception.
x075_external_source_rescue_0025	work_candidate_latcarib_lit_mouthful_birds	Mouthful of Birds	Samanta Schweblin	x075_nbf_schweblin_mouthful_birds	x075_item_nbf_schweblin_mouthful_birds	x075_ev_nbf_schweblin_mouthful_birds	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House, Booker, and National Book Foundation evidence confirm the collection and international reception.
x075_external_source_rescue_0026	work_candidate_indig_lit_heat_light	Heat and Light	Ellen van Neerven	x075_uqp_heat_light	x075_item_uqp_heat_light	x075_ev_uqp_heat_light	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	UQP, Stella, and NSW Premier's Literary Awards sources confirm Heat and Light's collection scope and prize reception.
x075_external_source_rescue_0027	work_candidate_indig_lit_heat_light	Heat and Light	Ellen van Neerven	x075_stella_heat_light	x075_item_stella_heat_light	x075_ev_stella_heat_light	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	UQP, Stella, and NSW Premier's Literary Awards sources confirm Heat and Light's collection scope and prize reception.
x075_external_source_rescue_0028	work_candidate_indig_lit_heat_light	Heat and Light	Ellen van Neerven	x075_sl_nsw_heat_light	x075_item_sl_nsw_heat_light	x075_ev_sl_nsw_heat_light	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	UQP, Stella, and NSW Premier's Literary Awards sources confirm Heat and Light's collection scope and prize reception.
