cut_candidate_id	work_id	incumbent_path_id	rank	title	creator	tier	source_status	review_status	source_debt_status	evidence_count	generic_title_flag	duplicate_cluster_key	duplicate_cluster_size	chronology_issue_count	boundary_flag	risk_score	gate_status	rationale	next_action
x046_cut_0202	work_candidate_eastasia_lit_xie_lingyun_poems	candidate:eastasia_lit_xie_lingyun_poems	202	Selected Poems	Xie Lingyun	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0211	work_candidate_scale_lit_imru_al_qays_diwan	candidate:scale_lit_imru_al_qays_diwan	211	Selected Poems	Imru' al-Qays	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0212	work_candidate_eastasia_lit_yu_xin_poems	candidate:eastasia_lit_yu_xin_poems	212	Selected Poems	Yu Xin	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0238	work_candidate_global_lit_wang_wei_poems	candidate:global_lit_wang_wei_poems	238	Selected Poems	Wang Wei	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0239	work_candidate_du_fu_selected_poems	candidate:du_fu_selected_poems	239	Selected Poems	Du Fu	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0240	work_candidate_li_bai_selected_poems	candidate:li_bai_selected_poems	240	Selected Poems	Li Bai	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0254	work_candidate_scale_lit_andal_poems	candidate:scale_lit_andal_poems	254	Selected Poems	Andal	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0259	work_candidate_eastasia_lit_bai_juyi_poems	candidate:eastasia_lit_bai_juyi_poems	259	Selected Poems	Bai Juyi	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0260	work_candidate_eastasia_lit_du_mu_poems	candidate:eastasia_lit_du_mu_poems	260	Selected Poems	Du Mu	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0261	work_candidate_eastasia_lit_li_shangyin_poems	candidate:eastasia_lit_li_shangyin_poems	261	Selected Poems	Li Shangyin	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0277	work_candidate_me_lit_rudaki_poems	candidate:me_lit_rudaki_poems	277	Selected Poems	Rudaki	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0298	work_candidate_eastasia_lit_su_shi_poems	candidate:eastasia_lit_su_shi_poems	298	Selected Poems	Su Shi	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0299	work_candidate_me_lit_nasir_khusraw_poems	candidate:me_lit_nasir_khusraw_poems	299	Selected Poems	Nasir Khusraw	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0300	work_candidate_me_lit_ibn_zaydun_poems	candidate:me_lit_ibn_zaydun_poems	300	Selected Poems	Ibn Zaydun	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0301	work_candidate_me_lit_shmuel_hanagid_poems	candidate:me_lit_shmuel_hanagid_poems	301	Selected Poems	Samuel ha-Nagid	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0302	work_candidate_me_lit_ibn_gabirol_poems	candidate:me_lit_ibn_gabirol_poems	302	Selected Poems	Solomon ibn Gabirol	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0331	work_candidate_eastasia_lit_lu_you_poems	candidate:eastasia_lit_lu_you_poems	331	Selected Poems	Lu You	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0332	work_candidate_me_lit_yehuda_halevi_poems	candidate:me_lit_yehuda_halevi_poems	332	Selected Poems	Yehuda Halevi	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0382	work_candidate_global_lit_ibn_al_farid_poems	candidate:global_lit_ibn_al_farid_poems	382	Selected Poems	Ibn al-Farid	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0410	work_candidate_global_lit_yunus_emre_poems	candidate:global_lit_yunus_emre_poems	410	Selected Poems	Yunus Emre	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0477	work_candidate_me_lit_baki_poems	candidate:me_lit_baki_poems	477	Selected Poems	Baki	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0478	work_candidate_me_lit_mihri_hatun_poems	candidate:me_lit_mihri_hatun_poems	478	Selected Poems	Mihri Hatun	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0577	work_candidate_bloom_reviewed_donne_poems	candidate:bloom_reviewed_donne_poems	577	Selected Poems	John Donne	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0578	work_candidate_bloom_reviewed_sor_juana_poems	candidate:bloom_reviewed_sor_juana_poems	578	Selected Poems	Sor Juana Ines de la Cruz	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0588	work_candidate_mandatory_vemana_poems	candidate:mandatory_vemana_poems	588	Selected Poems	Vemana	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0630	work_candidate_mandatory_bedil_poems	candidate:mandatory_bedil_poems	630	Selected Poems	Abdul-Qadir Bedil	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0662	work_candidate_me_lit_sayat_nova_poems	candidate:me_lit_sayat_nova_poems	662	Selected Poems	Sayat-Nova	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0663	work_candidate_me_lit_nedim_poems	candidate:me_lit_nedim_poems	663	Selected Poems	Nedim	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0780	work_candidate_bloom_shelley_poems	candidate:bloom_shelley_poems	780	Selected Poems	Percy Bysshe Shelley	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0909	work_candidate_euro_under_lit_selected_poems_slowacki	candidate:euro_under_lit_selected_poems_slowacki	909	Selected Poems	Juliusz Slowacki	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0910	work_candidate_euro_under_lit_selected_poems_norwid	candidate:euro_under_lit_selected_poems_norwid	910	Selected Poems	Cyprian Norwid	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0911	work_candidate_bloom_browning_poems	candidate:bloom_browning_poems	911	Selected Poems	Robert Browning	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0912	work_candidate_euro_under_lit_selected_poems_eminescu	candidate:euro_under_lit_selected_poems_eminescu	912	Selected Poems	Mihai Eminescu	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0915	work_candidate_bloom_holderlin_selected_poems	candidate:bloom_holderlin_selected_poems	915	Selected Poems	Friedrich Holderlin	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0916	work_candidate_bloom_reviewed_heine_poems	candidate:bloom_reviewed_heine_poems	916	Selected Poems	Heinrich Heine	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0917	work_candidate_me_lit_abai_poems	candidate:me_lit_abai_poems	917	Selected Poems	Abai Qunanbaiuly	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1174	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0819_selected_poems	candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0819_selected_poems	1174	Selected Poems	Giuseppe Ungaretti	contextual	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1385	work_candidate_selected_poems_cesar_vallejo	candidate:selected_poems_cesar_vallejo	1385	Selected Poems	Cesar Vallejo	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1736	work_candidate_africa_lit_sayyid_poems	candidate:africa_lit_sayyid_poems	1736	Selected Poems	Sayyid Mohammed Abdullah Hassan	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1737	work_candidate_bloom_reviewed_senghor_poems	candidate:bloom_reviewed_senghor_poems	1737	Selected Poems	Leopold Sedar Senghor	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1738	work_candidate_euro_under_lit_transtromer_poems	candidate:euro_under_lit_transtromer_poems	1738	Selected Poems	Tomas Transtromer	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1739	work_candidate_completion_lit_bialik_poems	candidate:completion_lit_bialik_poems	1739	Selected Poems	Hayim Nahman Bialik	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1740	work_candidate_me_lit_galaktion_poems	candidate:me_lit_galaktion_poems	1740	Selected Poems	Galaktion Tabidze	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1741	work_candidate_africa_lit_hadrawi_poems	candidate:africa_lit_hadrawi_poems	1741	Selected Poems	Hadrawi	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1742	work_candidate_me_lit_cigerxwin_poems	candidate:me_lit_cigerxwin_poems	1742	Selected Poems	Cigerxwin	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1743	work_candidate_bloom_reviewed_hayden_poems	candidate:bloom_reviewed_hayden_poems	1743	Selected Poems	Robert Hayden	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1744	work_candidate_bloom_reviewed_bishop_poems	candidate:bloom_reviewed_bishop_poems	1744	Selected Poems	Elizabeth Bishop	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1746	work_candidate_me_lit_akhavan_poems	candidate:me_lit_akhavan_poems	1746	Selected Poems	Mehdi Akhavan Sales	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1747	work_candidate_bloom_ashbery_selected_poems	candidate:bloom_ashbery_selected_poems	1747	Selected Poems	John Ashbery	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1748	work_candidate_me_lit_shamlu_poems	candidate:me_lit_shamlu_poems	1748	Selected Poems	Ahmad Shamlu	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1749	work_candidate_me_lit_nima_poems	candidate:me_lit_nima_poems	1749	Selected Poems	Nima Yushij	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1750	work_candidate_global_lit_gabriela_mistral_poems	candidate:global_lit_gabriela_mistral_poems	1750	Selected Poems	Gabriela Mistral	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1751	work_candidate_global_lit_faiz_selected_poems	candidate:global_lit_faiz_selected_poems	1751	Selected Poems	Faiz Ahmed Faiz	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1752	work_candidate_africa_lit_noemia_poems	candidate:africa_lit_noemia_poems	1752	Selected Poems	Noemia de Sousa	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1753	work_candidate_africa_lit_craveirinha_poems	candidate:africa_lit_craveirinha_poems	1753	Selected Poems	Jose Craveirinha	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1754	work_candidate_euro_under_lit_seferis_poems	candidate:euro_under_lit_seferis_poems	1754	Selected Poems	Giorgos Seferis	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1756	work_candidate_completion_lit_szymborska_poems	candidate:completion_lit_szymborska_poems	1756	Selected Poems	Wislawa Szymborska	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1758	work_candidate_africa_lit_ingrid_jonker_poems	candidate:africa_lit_ingrid_jonker_poems	1758	Selected Poems	Ingrid Jonker	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1761	work_candidate_euro_under_lit_selected_poems_waldo	candidate:euro_under_lit_selected_poems_waldo	1761	Selected Poems	Waldo Williams	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1762	work_candidate_completion_lit_selected_poems_rainis	candidate:completion_lit_selected_poems_rainis	1762	Selected Poems	Rainis	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1764	work_candidate_euro_under_lit_selected_poems_sorley	candidate:euro_under_lit_selected_poems_sorley	1764	Selected Poems	Sorley MacLean	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1765	work_candidate_euro_under_lit_sutzkever_poems	candidate:euro_under_lit_sutzkever_poems	1765	Selected Poems	Avrom Sutzkever	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1767	work_candidate_scale_lit_tsvetaeva_selected	candidate:scale_lit_tsvetaeva_selected	1767	Selected Poems	Marina Tsvetaeva	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1768	work_candidate_bloom_reviewed_heaney_poems	candidate:bloom_reviewed_heaney_poems	1768	Selected Poems	Seamus Heaney	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1770	work_candidate_me_lit_siamanto_poems	candidate:me_lit_siamanto_poems	1770	Selected Poems	Siamanto	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_1771	work_candidate_me_lit_varoujan_poems	candidate:me_lit_varoujan_poems	1771	Selected Poems	Daniel Varoujan	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_2677	work_candidate_indig_lit_chaska_poems	candidate:indig_lit_chaska_poems	2677	Selected Poems	Ch'aska Anka Ninawaman	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_2679	work_candidate_selected_poems_joy_harjo	candidate:selected_poems_joy_harjo	2679	Selected Poems	Joy Harjo	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_2681	work_candidate_indig_lit_natalia_toledo_poems	candidate:indig_lit_natalia_toledo_poems	2681	Selected Poems	Natalia Toledo	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
x046_cut_2682	work_candidate_indig_lit_irma_pineda_poems	candidate:indig_lit_irma_pineda_poems	2682	Selected Poems	Irma Pineda	major	manual_only	needs_sources	open_no_evidence	0	true	selected poems	106	0	false	6.00	high_cut_review_priority	open_no_evidence;generic_title;duplicate_cluster=selected poems(106)	manual_cut_review_before_pairing_with_add_candidate
