applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x079_external_source_rescue_0011	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0864_selected_poems_of_luis_cernuda	Selected Poems of Luis Cernuda	Luis Cernuda	x079_poets_cernuda_selected_poems	x079_item_poets_cernuda_selected_poems	x079_ev_poets_cernuda_selected_poems	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	The Academy of American Poets and Google Books confirm Selected Poems of Luis Cernuda as Reginald Gibbons's University of California Press selected-poems edition.
x079_external_source_rescue_0012	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0864_selected_poems_of_luis_cernuda	Selected Poems of Luis Cernuda	Luis Cernuda	x079_google_books_cernuda_selected_poems	x079_item_google_books_cernuda_selected_poems	x079_ev_google_books_cernuda_selected_poems	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	The Academy of American Poets and Google Books confirm Selected Poems of Luis Cernuda as Reginald Gibbons's University of California Press selected-poems edition.
x079_external_source_rescue_0013	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0863_the_owl_s_insomnia_poems	The Owl's Insomnia: Poems	Rafael Alberti	x079_google_books_owl_insomnia	x079_item_google_books_owl_insomnia	x079_ev_google_books_owl_insomnia	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and Poetry Foundation confirm The Owl's Insomnia: Poems as Mark Strand's Atheneum selection and translation of Rafael Alberti.
x079_external_source_rescue_0014	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0863_the_owl_s_insomnia_poems	The Owl's Insomnia: Poems	Rafael Alberti	x079_poetry_foundation_owl_insomnia	x079_item_poetry_foundation_owl_insomnia	x079_ev_poetry_foundation_owl_insomnia	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and Poetry Foundation confirm The Owl's Insomnia: Poems as Mark Strand's Atheneum selection and translation of Rafael Alberti.
x079_external_source_rescue_0015	work_candidate_bloom_reviewed_cheever_stories	The Stories of John Cheever	John Cheever	x079_prh_cheever_stories	x079_item_prh_cheever_stories	x079_ev_prh_cheever_stories	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House and the Pulitzer Prizes confirm The Stories of John Cheever as the 1978 Knopf collection that won the Pulitzer Prize for Fiction.
x079_external_source_rescue_0016	work_candidate_bloom_reviewed_cheever_stories	The Stories of John Cheever	John Cheever	x079_pulitzer_cheever_stories	x079_item_pulitzer_cheever_stories	x079_ev_pulitzer_cheever_stories	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House and the Pulitzer Prizes confirm The Stories of John Cheever as the 1978 Knopf collection that won the Pulitzer Prize for Fiction.
x079_external_source_rescue_0017	work_candidate_latcarib_lit_taker_stories	The Taker and Other Stories	Rubem Fonseca	x079_openletter_taker_stories	x079_item_openletter_taker_stories	x079_ev_openletter_taker_stories	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Open Letter Books and Publishers Weekly confirm The Taker and Other Stories as Fonseca's first English-language story collection; chronology still needs review because the current row date appears to follow the Portuguese source-work date rather than the English collection date.
x079_external_source_rescue_0018	work_candidate_latcarib_lit_taker_stories	The Taker and Other Stories	Rubem Fonseca	x079_pw_taker_stories	x079_item_pw_taker_stories	x079_ev_pw_taker_stories	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Open Letter Books and Publishers Weekly confirm The Taker and Other Stories as Fonseca's first English-language story collection; chronology still needs review because the current row date appears to follow the Portuguese source-work date rather than the English collection date.
x079_external_source_rescue_0019	work_candidate_eastasia_lit_refugees	The Refugees	Viet Thanh Nguyen	x079_grove_refugees_nguyen	x079_item_grove_refugees_nguyen	x079_ev_grove_refugees_nguyen	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Grove Atlantic and the National Book Foundation confirm The Refugees as Viet Thanh Nguyen's short story collection.
x079_external_source_rescue_0020	work_candidate_eastasia_lit_refugees	The Refugees	Viet Thanh Nguyen	x079_nbf_refugees_nguyen	x079_item_nbf_refugees_nguyen	x079_ev_nbf_refugees_nguyen	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Grove Atlantic and the National Book Foundation confirm The Refugees as Viet Thanh Nguyen's short story collection.
