applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x080_external_source_rescue_0011	work_candidate_wave002_cummings_tulips_chimneys	Tulips and Chimneys	E. E. Cummings	x080_google_books_cummings_tulips	x080_item_google_books_cummings_tulips	x080_ev_google_books_cummings_tulips	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and the Poetry Foundation both confirm Tulips and Chimneys as Cummings's first poetry collection, with the original 1923 title and later edition history.
x080_external_source_rescue_0012	work_candidate_wave002_cummings_tulips_chimneys	Tulips and Chimneys	E. E. Cummings	x080_poetry_foundation_cummings_tulips	x080_item_poetry_foundation_cummings_tulips	x080_ev_poetry_foundation_cummings_tulips	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and the Poetry Foundation both confirm Tulips and Chimneys as Cummings's first poetry collection, with the original 1923 title and later edition history.
x080_external_source_rescue_0013	work_candidate_latcarib_lit_week_colors	The Week of Colors	Elena Garro	x080_two_lines_week_colors	x080_item_two_lines_week_colors	x080_ev_two_lines_week_colors	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Two Lines Press and Publishers Weekly confirm The Week of Colors as Megan McDowell's English translation of Elena Garro's 1964 La semana de colores; the row still needs chronology/display review because the current English title follows the 2025 translation.
x080_external_source_rescue_0014	work_candidate_latcarib_lit_week_colors	The Week of Colors	Elena Garro	x080_pw_week_colors	x080_item_pw_week_colors	x080_ev_pw_week_colors	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Two Lines Press and Publishers Weekly confirm The Week of Colors as Megan McDowell's English translation of Elena Garro's 1964 La semana de colores; the row still needs chronology/display review because the current English title follows the 2025 translation.
x080_external_source_rescue_0015	work_candidate_africa_lit_voices_made_night	Voices Made Night	Mia Couto	x080_mertinwitt_voices_made_night	x080_item_mertinwitt_voices_made_night	x080_ev_mertinwitt_voices_made_night	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	MertinWitt's Mia Couto bibliography and Encyclopedia.com both confirm Vozes anoitecidas / Voices Made Night as Couto's early short story collection and its 1990 English translation.
x080_external_source_rescue_0016	work_candidate_africa_lit_voices_made_night	Voices Made Night	Mia Couto	x080_encyclopedia_couto_voices	x080_item_encyclopedia_couto_voices	x080_ev_encyclopedia_couto_voices	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	MertinWitt's Mia Couto bibliography and Encyclopedia.com both confirm Vozes anoitecidas / Voices Made Night as Couto's early short story collection and its 1990 English translation.
x080_external_source_rescue_0017	work_candidate_bloom_carver_where_calling	Where I'm Calling From	Raymond Carver	x080_prh_carver_where_calling	x080_item_prh_carver_where_calling	x080_ev_prh_carver_where_calling	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House and Publishers Weekly confirm Where I'm Calling From / Where I'm Calling from: New and Selected Stories as Carver's final story collection; display-title policy can decide whether to expand the subtitle.
x080_external_source_rescue_0018	work_candidate_bloom_carver_where_calling	Where I'm Calling From	Raymond Carver	x080_pw_carver_where_calling	x080_item_pw_carver_where_calling	x080_ev_pw_carver_where_calling	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House and Publishers Weekly confirm Where I'm Calling From / Where I'm Calling from: New and Selected Stories as Carver's final story collection; display-title policy can decide whether to expand the subtitle.
x080_external_source_rescue_0019	work_candidate_latcarib_lit_things_lost_fire	Things We Lost in the Fire	Mariana Enriquez	x080_prh_enriquez_things_lost_fire	x080_item_prh_enriquez_things_lost_fire	x080_ev_prh_enriquez_things_lost_fire	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House and Publishers Weekly confirm Things We Lost in the Fire as Mariana Enriquez's short story collection in Megan McDowell's English translation.
x080_external_source_rescue_0020	work_candidate_latcarib_lit_things_lost_fire	Things We Lost in the Fire	Mariana Enriquez	x080_pw_enriquez_things_lost_fire	x080_item_pw_enriquez_things_lost_fire	x080_ev_pw_enriquez_things_lost_fire	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House and Publishers Weekly confirm Things We Lost in the Fire as Mariana Enriquez's short story collection in Megan McDowell's English translation.
