id	rank	phase	title	aliases	creators	date_label	sort_year	period_bucket	macro_region	form_bucket	section	group	topic	medium	unit_type	tier	pool	source	source_id	source_status	review_status	progress_status	lifetime_path	url	normalized_title	normalized_creators	boundary_flags	generic_title
candidate:me_lit_instructions_shuruppak	20	1	Instructions of Shuruppak	""	Sumerian wisdom-literary tradition	early 2nd millennium BCE	-1500	1500_1000_bce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	sumerian_literature	text	wisdom_text	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_instructions_shuruppak	manual_only	needs_sources	planned	true		instructions of shuruppak	sumerian wisdom literary tradition	philosophy_adjacent	false
candidate:kumarbi_cycle	21	1	Kumarbi Cycle	""	Hurrian and Hittite mythological tradition	second millennium BCE	-1500	1500_1000_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	hittite_and_anatolian_mythology	text	myth_cycle	major	coverage	wave_011_mythology_religion_oral_traditions	kumarbi_cycle	manual_only	needs_sources	planned	true		kumarbi cycle	hurrian and hittite mythological tradition	oral_tradition|myth_ritual	false
candidate:lugalbanda_mountain_cave	22	1	Lugalbanda in the Mountain Cave	""	Sumerian literary tradition	early 2nd millennium BCE	-1500	1500_1000_bce	middle_east_central_asia	epic_oral_folk	textual_humanities	literature	sumerian_literature	text	epic_tale	major	coverage	wave_006_textual_humanities_literature_philosophy	lugalbanda_mountain_cave	manual_only	needs_sources	planned	true		lugalbanda in mountain cave	sumerian literary tradition	""	false
candidate:me_lit_curse_agade	23	1	The Curse of Agade	""	Sumerian literary tradition	early 2nd millennium BCE	-1500	1500_1000_bce	middle_east_central_asia	poetry	textual_humanities	literature	sumerian_literature	text	mythic_historical_poem	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_curse_agade	manual_only	needs_sources	planned	true		curse of agade	sumerian literary tradition	""	false
candidate:descent_of_inanna	24	1	The Descent of Inanna	""	Sumerian scribal tradition	c. 2nd millennium BCE	-1500	1500_1000_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	mesopotamian_mythology	text	mythic_poem	major	coverage	wave_004_core_expansion	descent_of_inanna	manual_only	needs_sources	planned	true		descent of inanna	sumerian scribal tradition	oral_tradition|myth_ritual	false
candidate:me_lit_sheep_grain	25	1	Debate Between Sheep and Grain	""	Sumerian disputation tradition	early 2nd millennium BCE	-1500	1500_1000_bce	middle_east_central_asia	poetry	textual_humanities	literature	sumerian_literature	text	debate_poem	contextual	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_sheep_grain	manual_only	needs_sources	planned	true		debate between sheep and grain	sumerian disputation tradition	""	false
candidate:egyptian_book_of_the_dead	26	1	Egyptian Book of the Dead	Book of Going Forth by Day | Book of Coming Forth by Day	Ancient Egyptian funerary and scribal tradition	New Kingdom Egypt and later	-1300	1500_1000_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	ancient_egyptian_religion	text	funerary_text_corpus	core	spine	wave_011_mythology_religion_oral_traditions	egyptian_book_of_the_dead	manual_only	needs_sources	planned	true		egyptian book of dead	ancient egyptian funerary and scribal tradition	sacred_religious|myth_ritual	false
candidate:scale4_lit_baal_cycle	27	1	Baal Cycle	Ugaritic Baal Cycle	Ugaritic literary tradition	c. 14th-13th century BCE	-1250	1500_1000_bce	middle_east_central_asia	fiction_narrative_prose	textual_humanities	literature	ugaritic_literature	text	mythic_cycle	core	spine	wave_028_literature_undercovered_language_traditions	scale4_lit_baal_cycle	manual_only	needs_sources	planned	true		baal cycle	ugaritic literary tradition	""	false
candidate:me_lit_kirta	28	1	Kirta Epic	""	Ugaritic literary tradition	c. 14th-13th century BCE	-1250	1500_1000_bce	middle_east_central_asia	epic_oral_folk	textual_humanities	literature	ugaritic_literature	text	epic_poem	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_kirta	manual_only	needs_sources	planned	true		kirta epic	ugaritic literary tradition	""	false
candidate:aqhat_epic	29	1	The Epic of Aqhat	""	Ugaritic literary tradition	c. 14th-13th century BCE	-1250	1500_1000_bce	middle_east_central_asia	epic_oral_folk	textual_humanities	literature	ugaritic_literature	text	epic_fragment	major	coverage	wave_006_textual_humanities_literature_philosophy	aqhat_epic	manual_only	needs_sources	planned	true		epic of aqhat	ugaritic literary tradition	""	false
candidate:scale4_lit_amenemope	30	1	Instruction of Amenemope	""	Ancient Egyptian wisdom tradition	late New Kingdom	-1100	1500_1000_bce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	ancient_egyptian_literature	text	wisdom_text	major	coverage	wave_028_literature_undercovered_language_traditions	scale4_lit_amenemope	manual_only	needs_sources	planned	true		instruction of amenemope	ancient egyptian wisdom tradition	philosophy_adjacent	false
candidate:scale4_lit_wenamun	31	1	The Report of Wenamun	""	Ancient Egyptian literary tradition	c. 11th century BCE	-1050	1500_1000_bce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	ancient_egyptian_literature	text	travel_tale	major	coverage	wave_028_literature_undercovered_language_traditions	scale4_lit_wenamun	manual_only	needs_sources	planned	true		report of wenamun	ancient egyptian literary tradition	""	false
candidate:avesta	32	1	Avesta	""	Zoroastrian priestly and liturgical tradition	ancient Iranian; transmitted in later manuscripts	-1000	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	zoroastrian_texts	text	scripture_collection	core	spine	wave_011_mythology_religion_oral_traditions	avesta	manual_only	needs_sources	planned	true		avesta	zoroastrian priestly and liturgical tradition	sacred_religious|myth_ritual	false
candidate:gathas_zarathustra	33	1	Gathas	""	Zarathustra; Zoroastrian liturgical tradition	ancient Iranian	-1000	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	zoroastrian_texts	text	liturgical_hymn_cycle	core	spine	wave_011_mythology_religion_oral_traditions	gathas_zarathustra	manual_only	needs_sources	planned	true		gathas	zarathustra zoroastrian liturgical tradition	sacred_religious|myth_ritual	false
candidate:book_of_isaiah	37	1	Book of Isaiah	""	Hebrew Bible / Tanakh prophetic tradition	ancient Israelite; composite text	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	hebrew_bible_and_tanakh	text	prophetic_book	core	spine	wave_011_mythology_religion_oral_traditions	book_of_isaiah	manual_only	needs_sources	planned	true		book of isaiah	hebrew bible tanakh prophetic tradition	sacred_religious	false
candidate:me_lit_book_job	38	1	Book of Job	""	Hebrew Bible / Tanakh wisdom-poetic tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	wisdom_poetry	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_book_job	manual_only	needs_sources	planned	true		book of job	hebrew bible tanakh wisdom poetic tradition	sacred_religious|philosophy_adjacent	false
candidate:book_of_ruth	39	1	Book of Ruth	""	Hebrew Bible / Tanakh narrative tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	hebrew_bible_and_tanakh	text	narrative_scripture	major	coverage	wave_011_mythology_religion_oral_traditions	book_of_ruth	manual_only	needs_sources	planned	true		book of ruth	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:me_lit_ecclesiastes	40	1	Ecclesiastes	""	Hebrew Bible / Tanakh wisdom tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	wisdom_text	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_ecclesiastes	manual_only	needs_sources	planned	true		ecclesiastes	hebrew bible tanakh wisdom tradition	sacred_religious|philosophy_adjacent	false
candidate:me_lit_exodus	41	1	Exodus	""	Hebrew Bible / Tanakh narrative tradition	ancient Israelite; composite text	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	sacred_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_exodus	manual_only	needs_sources	planned	true		exodus	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:me_lit_genesis	42	1	Genesis	""	Hebrew Bible / Tanakh narrative tradition	ancient Israelite; composite text	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	sacred_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_genesis	manual_only	needs_sources	planned	true		genesis	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:me_lit_psalms	43	1	Psalms	""	Hebrew Bible / Tanakh poetic tradition	ancient Israelite; anthology formation	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	poetry_anthology	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_psalms	manual_only	needs_sources	planned	true		psalms	hebrew bible tanakh poetic tradition	sacred_religious	false
candidate:me_lit_song_songs	44	1	Song of Songs	""	Hebrew Bible / Tanakh poetic tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	biblical_poetry	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_song_songs	manual_only	needs_sources	planned	true		song of songs	hebrew bible tanakh poetic tradition	sacred_religious	false
candidate:bloom_works_and_days	46	1	Works and Days	""	Hesiod	c. 700 BCE	-700	1000_500_bce	europe	poetry	textual_humanities	literature	greek_literature	text	didactic_poem	major	coverage	wave_019_bloom_western_literature_spine	bloom_works_and_days	manual_only	needs_sources	planned	true		works and days	hesiod	""	false
candidate:book_of_songs	47	1	Book of Songs / Shijing	Classic of Poetry | Shijing	Classical Chinese poetic tradition	c. 11th-7th century BCE	-650	1000_500_bce	east_asia	poetry	textual_humanities	literature	classical_chinese_literature	text	poetry_collection	core	spine	wave_004_core_expansion	book_of_songs	manual_only	needs_sources	planned	true		book of songs shijing	classical chinese poetic tradition	""	false
candidate:scale_lit_archilochus_poems	48	1	Selected Poems	""	Archilochus	7th century BCE	-650	1000_500_bce	europe	poetry	textual_humanities	literature	greek_literature	text	lyric_poetry_selection	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_archilochus_poems	manual_only	needs_sources	planned	true		selected poems	archilochus	""	true
candidate:mandatory_homeric_hymns	49	1	Homeric Hymns	""	Archaic Greek hymn tradition	7th-6th century BCE	-650	1000_500_bce	europe	poetry	textual_humanities	literature	ancient_greek_literature	text	poetry_collection	major	coverage	wave_050_literature_mandatory_omissions_premodern_19c	mandatory_homeric_hymns	manual_only	needs_sources	planned	true		homeric hymns	archaic greek hymn tradition	""	false
candidate:scale_lit_sappho_poems	51	1	Selected Poems	""	Sappho	late 7th-early 6th century BCE	-550	1000_500_bce	europe	poetry	textual_humanities	literature	greek_literature	text	lyric_poetry_selection	core	spine	wave_024_literature_bloom_priority_completion	scale_lit_sappho_poems	manual_only	needs_sources	planned	true		selected poems	sappho	""	true
candidate:sappho_fragments	52	1	Sappho: Fragments	""	Sappho	c. 7th-6th century BCE	-550	1000_500_bce	europe	poetry	textual_humanities	literature	greek_literature	text	fragmentary_poetry	major	coverage	wave_004_core_expansion	sappho_fragments	manual_only	needs_sources	planned	true		sappho fragments	sappho	""	false
candidate:bloom_gap_031_0015_poems	53	1	Poems	""	Alcman	6th-5th century BCE	-525	1000_500_bce	europe	poetry	textual_humanities	literature	greek_literature	text	poetry_selection	contextual	coverage	wave_031_literature_bloom_gap_classical_early_modern	bloom_gap_031_0015_poems	manual_only	needs_sources	planned	true		poems	alcman	""	true
candidate:me_lit_babylonian_theodicy	55	1	Babylonian Theodicy	""	Akkadian wisdom-dialogue tradition	first millennium BCE	-500	500_300_bce	middle_east_central_asia	poetry	textual_humanities	literature	akkadian_literature	text	dialogue_poem	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_babylonian_theodicy	manual_only	needs_sources	planned	true		babylonian theodicy	akkadian wisdom dialogue tradition	philosophy_adjacent	false
candidate:me_lit_dialogue_pessimism	56	1	Dialogue of Pessimism	""	Akkadian wisdom-literary tradition	first millennium BCE	-500	500_300_bce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	akkadian_literature	text	dialogue_text	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_dialogue_pessimism	manual_only	needs_sources	planned	true		dialogue of pessimism	akkadian wisdom literary tradition	philosophy_adjacent	false
candidate:erra_epic	57	1	Erra Epic	""	Akkadian scribal tradition	first millennium BCE	-500	500_300_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	mesopotamian_mythology	text	mythic_poem	major	coverage	wave_011_mythology_religion_oral_traditions	erra_epic	manual_only	needs_sources	planned	true		erra epic	akkadian scribal tradition	oral_tradition|myth_ritual	false
candidate:me_lit_ludlul	58	1	Ludlul Bel Nemeqi	""	Akkadian wisdom-poetic tradition	2nd-first millennium BCE	-500	500_300_bce	middle_east_central_asia	poetry	textual_humanities	literature	akkadian_literature	text	wisdom_poem	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_ludlul	manual_only	needs_sources	planned	true		ludlul bel nemeqi	akkadian wisdom poetic tradition	philosophy_adjacent	false
candidate:scale_lit_persians	60	1	The Persians	""	Aeschylus	472 BCE	-472	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_persians	manual_only	needs_sources	planned	true		persians	aeschylus	""	false
candidate:scale_lit_suppliants_aeschylus	61	1	The Suppliants	""	Aeschylus	c. 470 BCE	-470	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_suppliants_aeschylus	manual_only	needs_sources	planned	true		suppliants	aeschylus	""	false
candidate:bloom_seven_against_thebes	62	1	Seven Against Thebes	""	Aeschylus	467 BCE	-467	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_seven_against_thebes	manual_only	needs_sources	planned	true		seven against thebes	aeschylus	""	false
candidate:bloom_sophocles_ajax	64	1	Ajax	""	Sophocles	5th century BCE	-450	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_sophocles_ajax	manual_only	needs_sources	planned	true		ajax	sophocles	""	false
candidate:bloom_reviewed_cyclops	65	1	Cyclops	""	Euripides	late 5th century BCE	-450	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	satyr_play	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_cyclops	manual_only	needs_sources	planned	true		cyclops	euripides	""	false
candidate:bloom_pindar_odes	66	1	Odes	""	Pindar	5th century BCE	-450	500_300_bce	europe	poetry	textual_humanities	literature	greek_literature	text	lyric_poetry_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_pindar_odes	manual_only	needs_sources	planned	true		odes	pindar	""	true
candidate:bloom_prometheus_bound	67	1	Prometheus Bound	""	Aeschylus	5th century BCE	-450	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_prometheus_bound	manual_only	needs_sources	planned	true		prometheus bound	aeschylus	""	false
candidate:bloom_reviewed_trachiniae	68	1	Women of Trachis	The Women of Trachis	Sophocles	5th century BCE	-450	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_trachiniae	manual_only	needs_sources	planned	true		women of trachis	sophocles	""	false
candidate:bloom_euripides_alcestis	70	1	Alcestis	""	Euripides	438 BCE	-438	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_euripides_alcestis	manual_only	needs_sources	planned	true		alcestis	euripides	""	false
candidate:medea_euripides	72	1	Medea	""	Euripides	431 BCE	-431	500_300_bce	cross_regional_or_unknown	drama_performance	textual_humanities	literature	classical_drama	text	tragedy	core	spine	wave_006_textual_humanities_literature_philosophy	medea_euripides	manual_only	needs_sources	planned	true		medea	euripides	""	false
candidate:bloom_euripides_hippolytus	75	1	Hippolytus	""	Euripides	428 BCE	-428	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_euripides_hippolytus	manual_only	needs_sources	planned	true		hippolytus	euripides	""	false
candidate:bloom_reviewed_andromache	76	1	Andromache	""	Euripides	c. 425 BCE	-425	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_andromache	manual_only	needs_sources	planned	true		andromache	euripides	""	false
candidate:bloom_reviewed_hecuba	77	1	Hecuba	""	Euripides	c. 424 BCE	-424	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_hecuba	manual_only	needs_sources	planned	true		hecuba	euripides	""	false
candidate:bloom_reviewed_knights	78	1	The Knights	""	Aristophanes	424 BCE	-424	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	comedy	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_knights	manual_only	needs_sources	planned	true		knights	aristophanes	""	false
candidate:bloom_aristophanes_clouds	79	1	The Clouds	""	Aristophanes	423 BCE	-423	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	comedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_aristophanes_clouds	manual_only	needs_sources	planned	true		clouds	aristophanes	""	false
candidate:bloom_reviewed_wasps	80	1	The Wasps	""	Aristophanes	422 BCE	-422	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	comedy	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_wasps	manual_only	needs_sources	planned	true		wasps	aristophanes	""	false
candidate:bloom_reviewed_heracles	81	1	Heracles	""	Euripides	416 BCE	-416	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_heracles	manual_only	needs_sources	planned	true		heracles	euripides	""	false
candidate:mandatory_euripides_trojan_women	82	1	The Trojan Women	Trojan Women	Euripides	415 BCE	-415	500_300_bce	europe	drama_performance	textual_humanities	literature	ancient_greek_drama	text	play	major	coverage	wave_049_literature_mandatory_omissions_broad_audit	mandatory_euripides_trojan_women	manual_only	needs_sources	planned	true		trojan women	euripides	""	false
candidate:bloom_reviewed_ion	83	1	Ion	""	Euripides	c. 414-412 BCE	-414	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_ion	manual_only	needs_sources	planned	true		ion	euripides	""	false
candidate:bloom_aristophanes_birds	84	1	The Birds	""	Aristophanes	414 BCE	-414	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	comedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_aristophanes_birds	manual_only	needs_sources	planned	true		birds	aristophanes	""	false
candidate:bloom_euripides_helen	85	1	Helen	""	Euripides	412 BCE	-412	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_euripides_helen	manual_only	needs_sources	planned	true		helen	euripides	""	false
candidate:lysistrata	86	1	Lysistrata	""	Aristophanes	411 BCE	-411	500_300_bce	cross_regional_or_unknown	drama_performance	textual_humanities	literature	classical_drama	text	comedy	major	coverage	wave_006_textual_humanities_literature_philosophy	lysistrata	manual_only	needs_sources	planned	true		lysistrata	aristophanes	""	false
candidate:bloom_sophocles_electra	87	1	Electra	""	Sophocles	c. 410 BCE	-410	500_300_bce	europe	drama_performance	textual_humanities	literature	greek_literature	text	tragedy	major	coverage	wave_019_bloom_western_literature_spine	bloom_sophocles_electra	manual_only	needs_sources	planned	true		electra	sophocles	""	false
