id	rank	phase	title	aliases	creators	date_label	sort_year	period_bucket	macro_region	form_bucket	section	group	topic	medium	unit_type	tier	pool	source	source_id	source_status	review_status	progress_status	lifetime_path	url	normalized_title	normalized_creators	boundary_flags	generic_title
candidate:book_of_isaiah	37	1	Book of Isaiah	""	Hebrew Bible / Tanakh prophetic tradition	ancient Israelite; composite text	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	hebrew_bible_and_tanakh	text	prophetic_book	core	spine	wave_011_mythology_religion_oral_traditions	book_of_isaiah	manual_only	needs_sources	planned	true		book of isaiah	hebrew bible tanakh prophetic tradition	sacred_religious	false
candidate:me_lit_book_job	38	1	Book of Job	""	Hebrew Bible / Tanakh wisdom-poetic tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	wisdom_poetry	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_book_job	manual_only	needs_sources	planned	true		book of job	hebrew bible tanakh wisdom poetic tradition	sacred_religious|philosophy_adjacent	false
candidate:book_of_ruth	39	1	Book of Ruth	""	Hebrew Bible / Tanakh narrative tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	hebrew_bible_and_tanakh	text	narrative_scripture	major	coverage	wave_011_mythology_religion_oral_traditions	book_of_ruth	manual_only	needs_sources	planned	true		book of ruth	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:me_lit_ecclesiastes	40	1	Ecclesiastes	""	Hebrew Bible / Tanakh wisdom tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	wisdom_text	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_ecclesiastes	manual_only	needs_sources	planned	true		ecclesiastes	hebrew bible tanakh wisdom tradition	sacred_religious|philosophy_adjacent	false
candidate:me_lit_exodus	41	1	Exodus	""	Hebrew Bible / Tanakh narrative tradition	ancient Israelite; composite text	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	sacred_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_exodus	manual_only	needs_sources	planned	true		exodus	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:me_lit_genesis	42	1	Genesis	""	Hebrew Bible / Tanakh narrative tradition	ancient Israelite; composite text	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	sacred_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_genesis	manual_only	needs_sources	planned	true		genesis	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:me_lit_psalms	43	1	Psalms	""	Hebrew Bible / Tanakh poetic tradition	ancient Israelite; anthology formation	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	poetry_anthology	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_psalms	manual_only	needs_sources	planned	true		psalms	hebrew bible tanakh poetic tradition	sacred_religious	false
candidate:me_lit_song_songs	44	1	Song of Songs	""	Hebrew Bible / Tanakh poetic tradition	ancient Israelite; final form debated	-700	1000_500_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	biblical_poetry	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_song_songs	manual_only	needs_sources	planned	true		song of songs	hebrew bible tanakh poetic tradition	sacred_religious	false
candidate:me_lit_babylonian_theodicy	55	1	Babylonian Theodicy	""	Akkadian wisdom-dialogue tradition	first millennium BCE	-500	500_300_bce	middle_east_central_asia	poetry	textual_humanities	literature	akkadian_literature	text	dialogue_poem	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_babylonian_theodicy	manual_only	needs_sources	planned	true		babylonian theodicy	akkadian wisdom dialogue tradition	philosophy_adjacent	false
candidate:me_lit_dialogue_pessimism	56	1	Dialogue of Pessimism	""	Akkadian wisdom-literary tradition	first millennium BCE	-500	500_300_bce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	akkadian_literature	text	dialogue_text	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_dialogue_pessimism	manual_only	needs_sources	planned	true		dialogue of pessimism	akkadian wisdom literary tradition	philosophy_adjacent	false
candidate:erra_epic	57	1	Erra Epic	""	Akkadian scribal tradition	first millennium BCE	-500	500_300_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	mesopotamian_mythology	text	mythic_poem	major	coverage	wave_011_mythology_religion_oral_traditions	erra_epic	manual_only	needs_sources	planned	true		erra epic	akkadian scribal tradition	oral_tradition|myth_ritual	false
candidate:me_lit_ludlul	58	1	Ludlul Bel Nemeqi	""	Akkadian wisdom-poetic tradition	2nd-first millennium BCE	-500	500_300_bce	middle_east_central_asia	poetry	textual_humanities	literature	akkadian_literature	text	wisdom_poem	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_ludlul	manual_only	needs_sources	planned	true		ludlul bel nemeqi	akkadian wisdom poetic tradition	philosophy_adjacent	false
canon:analects	59	1	Analects	""	Confucius and early Confucian tradition	c. 5th-3rd century BCE	-475	500_300_bce	east_asia	sacred_myth_ritual	textual_humanities	religion	classical-chinese	text	book	core	spine	accepted_record	analects	accepted	accepted_with_caveat	planned	true	/canon/analects/	analects	confucius and early confucian tradition	sacred_religious|philosophy_adjacent	false
canon:peloponnesian-war-thucydides	71	1	History of the Peloponnesian War	""	Thucydides	late 5th century BCE	-431	500_300_bce	europe	fiction_narrative_prose	textual_humanities	literature	ancient-greek	text	book	core	spine	accepted_record	peloponnesian-war-thucydides	accepted	accepted_with_caveat	planned	true	/canon/peloponnesian-war-thucydides/	history of peloponnesian war	thucydides	history_chronicle	false
canon:histories-herodotus	73	1	Histories	""	Herodotus	c. 430 BCE	-430	500_300_bce	europe	fiction_narrative_prose	textual_humanities	literature	ancient-greek	text	book	core	spine	accepted_record	histories-herodotus	accepted	accepted_with_caveat	planned	true	/canon/histories-herodotus/	histories	herodotus	history_chronicle	false
candidate:mandatory_plato_symposium	96	1	Symposium	""	Plato	c. 385-370 BCE	-385	500_300_bce	europe	essays_memoir_testimony	textual_humanities	literature	ancient_greek_literature	text	dialogue	major	coverage	wave_050_literature_mandatory_omissions_premodern_19c	mandatory_plato_symposium	manual_only	needs_sources	planned	true		symposium	plato	philosophy_adjacent	false
canon:dao-de-jing	97	1	Dao De Jing	Tao Te Ching | Laozi | Lao-tzu | Daodejing	Daoist textual tradition	c. 4th century BCE	-350	500_300_bce	east_asia	fiction_narrative_prose	textual_humanities	literature	classical-chinese	text	book	core	spine	accepted_record	dao-de-jing	accepted	accepted_with_caveat	planned	true	/canon/dao-de-jing/	dao de jing	daoist textual tradition	philosophy_adjacent	false
canon:poetics-aristotle	99	1	Poetics	""	Aristotle	c. 335 BCE	-335	500_300_bce	europe	fiction_narrative_prose	textual_humanities	literature	ancient-greek	text	book	core	spine	accepted_record	poetics-aristotle	accepted	accepted_with_caveat	planned	true	/canon/poetics-aristotle/	poetics	aristotle	philosophy_adjacent	false
candidate:dhammapada	103	1	Dhammapada	""	Theravada Buddhist canonical tradition	Pali canon; ancient strata	-300	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	pali_canon	text	verse_scripture	core	spine	wave_011_mythology_religion_oral_traditions	dhammapada	manual_only	needs_sources	planned	true		dhammapada	theravada buddhist canonical tradition	sacred_religious	false
candidate:acaranga_sutra	104	1	Acaranga Sutra	""	Jain canonical tradition	early Jain canonical strata	-300	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	jain_texts	text	monastic_scripture	major	coverage	wave_011_mythology_religion_oral_traditions	acaranga_sutra	manual_only	needs_sources	planned	true		acaranga sutra	jain canonical tradition	sacred_religious	false
candidate:me_lit_book_esther	105	1	Book of Esther	""	Hebrew Bible / Tanakh narrative tradition	ancient Jewish narrative; final form debated	-300	300_1_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	biblical_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_book_esther	manual_only	needs_sources	planned	true		book of esther	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:me_lit_book_jonah	106	1	Book of Jonah	""	Hebrew Bible / Tanakh narrative tradition	ancient Jewish narrative; final form debated	-300	300_1_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	biblical_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_book_jonah	manual_only	needs_sources	planned	true		book of jonah	hebrew bible tanakh narrative tradition	sacred_religious	false
candidate:kalpa_sutra_jain	107	1	Kalpa Sutra	""	Jain canonical and ritual tradition	early Jain tradition; transmitted in later manuscripts	-300	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	jain_texts	text	ritual_biographical_scripture	major	coverage	wave_011_mythology_religion_oral_traditions	kalpa_sutra_jain	manual_only	needs_sources	planned	true		kalpa sutra	jain canonical and ritual tradition	sacred_religious|myth_ritual	false
candidate:samayasara	108	1	Samayasara	""	Kundakunda; Digambara Jain tradition	early Jain scholastic tradition	-300	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	jain_texts	text	jain_philosophical_sutra	major	coverage	wave_011_mythology_religion_oral_traditions	samayasara	manual_only	needs_sources	planned	true		samayasara	kundakunda digambara jain tradition	sacred_religious|philosophy_adjacent	false
candidate:southasia_lit_uttaradhyayana_sutra	109	1	Uttaradhyayana Sutra	""	Jain Prakrit tradition	early Jain strata	-300	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	literature	pali_prakrit_literature	text	scriptural_poetry_and_prose	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_uttaradhyayana_sutra	manual_only	needs_sources	planned	true		uttaradhyayana sutra	jain prakrit tradition	sacred_religious	false
candidate:southasia_lit_vessantara_jataka	110	1	Vessantara Jataka	""	Pali Buddhist narrative tradition	ancient oral strata; written canon	-300	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	literature	pali_prakrit_literature	text	jataka_story	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_vessantara_jataka	manual_only	needs_sources	planned	true		vessantara jataka	pali buddhist narrative tradition	sacred_religious	false
candidate:global_lit_therigatha	117	1	Therigatha	""	Early Buddhist women poets	c. 6th-3rd century BCE oral strata	-250	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	literature	pali_prakrit_literature	text	devotional_poetry_collection	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_therigatha	manual_only	needs_sources	planned	true		therigatha	early buddhist women poets	sacred_religious	false
canon:bhagavad-gita	118	1	Bhagavad Gita	""	Mahabharata and Hindu philosophical tradition	c. 2nd century BCE-2nd century CE	-200	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	literature	sanskrit	text	scripture	core	spine	accepted_record	bhagavad-gita	accepted	accepted_with_caveat	planned	true	/canon/bhagavad-gita/	bhagavad gita	mahabharata and hindu philosophical tradition	sacred_religious|philosophy_adjacent	false
candidate:mandatory_theragatha	120	1	Theragatha	""	Early Buddhist monk-poets	c. 3rd-1st century BCE	-200	300_1_bce	south_asia	sacred_myth_ritual	textual_humanities	literature	pali_buddhist_literature	text	poetry_collection	major	coverage	wave_050_literature_mandatory_omissions_premodern_19c	mandatory_theragatha	manual_only	needs_sources	planned	true		theragatha	early buddhist monk poets	sacred_religious	false
candidate:me_lit_ben_sira	127	1	Ben Sira / Sirach	""	Jesus ben Sira	2nd century BCE	-150	300_1_bce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	hebrew_literature	text	wisdom_text	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_ben_sira	manual_only	needs_sources	planned	true		ben sira sirach	jesus ben sira	philosophy_adjacent	false
candidate:me_lit_book_daniel	128	1	Book of Daniel	""	Jewish apocalyptic and court-tale tradition	2nd century BCE final form	-150	300_1_bce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_bible_and_tanakh	text	apocalyptic_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_book_daniel	manual_only	needs_sources	planned	true		book of daniel	jewish apocalyptic and court tale tradition	sacred_religious	false
candidate:bloom_gap_031_0070_on_the_nature_of_things	134	1	On the Nature of Things	De rerum natura | The Way Things Are	Titus Lucretius Carus	1st century BCE	-55	300_1_bce	europe	poetry	textual_humanities	literature	roman_literature	text	philosophical_poem	major	coverage	wave_031_literature_bloom_gap_classical_early_modern	bloom_gap_031_0070_on_the_nature_of_things	manual_only	needs_sources	planned	true		on nature of things	titus lucretius carus	philosophy_adjacent	false
candidate:shiji	135	1	Records of the Grand Historian	""	Sima Qian	c. 1st century BCE	-50	300_1_bce	east_asia	fiction_narrative_prose	textual_humanities	literature	classical_chinese_literature	text	historiographic_corpus	core	spine	base_candidates	shiji	source_backed	needs_sources	planned	true		records of grand historian	sima qian	history_chronicle	false
candidate:me_lit_wisdom_solomon	141	1	Wisdom of Solomon	""	Hellenistic Jewish literary tradition	1st century BCE-1st century CE	-50	300_1_bce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	hebrew_literature	text	wisdom_text	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_wisdom_solomon	manual_only	needs_sources	planned	true		wisdom of solomon	hellenistic jewish literary tradition	philosophy_adjacent	false
candidate:poetic_edda	150	1	Poetic Edda	The Poetic Edda | Elder Edda	Old Norse poetic and manuscript tradition	13th-century manuscripts; older oral material	13	1_300_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	norse_mythology	text	poetry_collection	major	coverage	wave_004_core_expansion	poetic_edda	manual_only	needs_sources	planned	true		poetic edda	old norse poetic and manuscript tradition	oral_tradition|myth_ritual	false
canon:new-testament	151	1	New Testament	""	Early Christian textual tradition	1st-2nd century CE	50	1_300_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	literature	early-christian	text	scripture	core	spine	accepted_record	new-testament	accepted	accepted_with_caveat	planned	true	/canon/new-testament/	new testament	early christian textual tradition	sacred_religious	false
candidate:wave001_seneca_letters_to_lucilius	153	1	Letters to Lucilius	Moral Letters to Lucilius | Epistulae Morales ad Lucilium	Lucius Annaeus Seneca	c. 63-65 CE	64	1_300_ce	europe	essays_memoir_testimony	textual_humanities	literature	roman_literature	text	philosophical_letters	major	coverage	wave_001_canon_audit_integration	wave001_seneca_letters_to_lucilius	manual_only	needs_sources	planned	true		letters to lucilius	lucius annaeus seneca	philosophy_adjacent	false
candidate:gospel_of_thomas	158	1	Gospel of Thomas	""	Early Christian sayings tradition	early Christian; date debated	100	1_300_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	religion_scripture_theology	new_testament_and_early_christianity	text	sayings_gospel	major	coverage	wave_011_mythology_religion_oral_traditions	gospel_of_thomas	manual_only	needs_sources	planned	true		gospel of thomas	early christian sayings tradition	sacred_religious	false
candidate:scale4_lit_story_ahiqar	159	1	The Story of Ahiqar	""	Aramaic and Syriac wisdom-story tradition	ancient and late antique strata	100	1_300_ce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	syriac_literature	text	wisdom_tale	major	coverage	wave_028_literature_undercovered_language_traditions	scale4_lit_story_ahiqar	manual_only	needs_sources	planned	true		story of ahiqar	aramaic and syriac wisdom story tradition	philosophy_adjacent	false
candidate:southasia_lit_avadanasataka	160	1	Avadanasataka	""	Buddhist Sanskrit narrative tradition	early centuries CE	150	1_300_ce	south_asia	sacred_myth_ritual	textual_humanities	literature	sanskrit_literature	text	story_collection	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_avadanasataka	manual_only	needs_sources	planned	true		avadanasataka	buddhist sanskrit narrative tradition	sacred_religious	true
candidate:lotus_sutra	163	1	Lotus Sutra	""	Mahayana Buddhist textual tradition	c. 1st-2nd century CE	150	1_300_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	religion_scripture_theology	mahayana_texts	text	scripture	major	coverage	wave_004_core_expansion	lotus_sutra	manual_only	needs_sources	planned	true		lotus sutra	mahayana buddhist textual tradition	sacred_religious	false
candidate:global_lit_hymn_pearl	172	1	Hymn of the Pearl	""	Syriac Christian poetic tradition	3rd century	250	1_300_ce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	syriac_literature	text	religious_poem	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_hymn_pearl	manual_only	needs_sources	planned	true		hymn of pearl	syriac christian poetic tradition	sacred_religious	false
candidate:southasia_lit_lalitavistara	175	1	Lalitavistara Sutra	""	Buddhist Sanskrit tradition	c. 3rd century CE	250	1_300_ce	south_asia	sacred_myth_ritual	textual_humanities	literature	sanskrit_literature	text	sacred_biographical_narrative	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_lalitavistara	manual_only	needs_sources	planned	true		lalitavistara sutra	buddhist sanskrit tradition	sacred_religious	false
candidate:scale_lit_pirkei_avot	178	1	Pirkei Avot	""	Rabbinic tradition	c. 3rd century	250	1_300_ce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	hebrew_literature	text	wisdom_text	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_pirkei_avot	manual_only	needs_sources	planned	true		pirkei avot	rabbinic tradition	philosophy_adjacent	false
candidate:soushen_ji	187	1	In Search of the Supernatural / Soushen Ji	""	Gan Bao; Chinese anomaly-tale tradition	4th century	350	300_600_ce	east_asia	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	chinese_mythology	text	supernatural_tale_collection	major	coverage	wave_011_mythology_religion_oral_traditions	soushen_ji	manual_only	needs_sources	planned	true		in search of supernatural soushen ji	gan bao chinese anomaly tale tradition	oral_tradition|myth_ritual	false
candidate:confessions_augustine	189	1	Confessions	""	Augustine of Hippo	c. 397-400	397	300_600_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	religion_scripture_theology	patristic_theology	text	theological_autobiography	core	spine	wave_005_readable_doable_units	confessions_augustine	manual_only	needs_sources	planned	true		confessions	augustine of hippo	sacred_religious|memoir_testimony	false
candidate:southasia_lit_paumacariya	198	1	Paumacariya	""	Vimalasuri	c. 3rd-5th century	450	300_600_ce	south_asia	sacred_myth_ritual	textual_humanities	literature	pali_prakrit_literature	text	jain_epic_retelling	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_paumacariya	manual_only	needs_sources	planned	true		paumacariya	vimalasuri	sacred_religious	false
candidate:mandatory_consolation_philosophy	206	1	The Consolation of Philosophy	""	Boethius	c. 524	524	300_600_ce	europe	fiction_narrative_prose	textual_humanities	literature	medieval_latin_literature	text	prosimetrum	major	coverage	wave_050_literature_mandatory_omissions_premodern_19c	mandatory_consolation_philosophy	manual_only	needs_sources	planned	true		consolation of philosophy	boethius	philosophy_adjacent	false
canon:quran	215	1	Qur'an	Quran | Koran | Qur’an	Islamic scripture	7th century CE	610	600_900_ce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	arabic	text	scripture	core	spine	accepted_record	quran	accepted	accepted_with_caveat	planned	true	/canon/quran/	quran	islamic scripture	sacred_religious	false
candidate:southasia_lit_bhartrihari_satakas	221	1	Satakatraya	""	Bhartrihari	c. 5th-7th century	650	600_900_ce	south_asia	poetry	textual_humanities	literature	sanskrit_literature	text	lyric_wisdom_poetry	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_bhartrihari_satakas	manual_only	needs_sources	planned	true		satakatraya	bhartrihari	philosophy_adjacent	false
candidate:devi_mahatmya	225	1	Devi Mahatmya	""	Shakta Hindu tradition	early medieval	700	600_900_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	religion_scripture_theology	hindu_epic_and_purana	text	goddess_scripture	core	spine	wave_011_mythology_religion_oral_traditions	devi_mahatmya	manual_only	needs_sources	planned	true		devi mahatmya	shakta hindu tradition	sacred_religious	false
